NEnr;ID_Source;ID_Finance;IDTFinance;Provenance;DateDebut;DateFin;MontantPrevu;MontantRealise;Observation
180;180;74;RECETTES;Impets et taxes;01/01/2010;31/12/2010;19 990 000,000000;19 990 000,000000;
197;197;75;RECETTES;Impets et taxes;01/01/2011;31/12/2011;1 400 000,000000;1 400 000,000000;
198;198;75;RECETTES;Impets et taxes;01/01/2011;31/12/2011;45 600 000,000000;45 600 000,000000;
212;212;75;DEPENSES;Impets et taxes;01/01/2011;31/12/2011;1 650 000,000000;1 650 000,000000;
214;214;73;DEPENSES;Impets et taxes;01/01/2009;31/12/2009;650 000,000000;650 000,000000;
228;228;74;DEPENSES;Impets et taxes;01/01/2010;31/12/2010;500 000,000000;500 000,000000;
741;741;129;FONCTIONNEMENT;Impets et taxes;01/01/2012;31/12/2012;1 400 000,000000;0,000000;
755;755;461;FONCTIONNEMENT;Impets et taxes;01/01/2013;31/12/2013;1 400 000,000000;0,000000;
264;264;75;RECETTES;Licence;01/01/2011;31/12/2011;6 900 000,000000;6 900 000,000000;
184;184;73;RECETTES;Licence;01/01/2009;31/12/2009;7 000 000,000000;7 000 000,000000;
255;255;74;RECETTES;Licence;01/01/2010;31/12/2010;2 534 785,000000;2 534 785,000000;
35;35;4;;Location des meubles ;;;0,000000;94 000,000000;
45;45;5;;Location des meubles ;;;0,000000;4 000,000000;
55;55;6;;Location des meubles ;;;0,000000;10 000,000000;
31;31;4;;Loyer des immeubles communaux;;;0,000000;138 250,000000;
41;41;5;;Loyer des immeubles communaux;;;0,000000;90 000,000000;
51;51;6;;Loyer des immeubles communaux;;;0,000000;68 000,000000;
261;261;74;RECETTES;Loyers d'immeubles communaux;01/01/2010;31/12/2010;5 000 000,000000;5 000 000,000000;
271;271;75;RECETTES;Loyers d'immeubles communaux;01/01/2011;31/12/2011;14 030 565,000000;14 030 565,000000;
252;252;73;RECETTES;Loyers d'immeubles communaux;01/01/2009;31/12/2009;15 000 000,000000;15 000 000,000000;
178;178;73;DEPENSES;Matieres et fournitures consommees;01/01/2009;31/12/2009;61 725 000,000000;61 725 000,000000;
226;226;74;DEPENSES;Matieres et fournitures consommees;01/01/2010;31/12/2010;53 192 405,000000;53 192 405,000000;
237;237;75;DEPENSES;Matieres et fournitures consommees;01/01/2011;31/12/2011;97 200 400,000000;97 200 400,000000;
346;346;91;INVESTISSEMENT;Mateiels et Mobiliers;01/01/2011;31/12/2011;45 950 000,000000;0,000000;
111;111;59;DEPENSES;Mateiels et Mobiliers;;;192 100 000,000000;192 100 000,000000;
158;158;61;DEPENSES;Mateiels et Mobiliers;;;5 600 000,000000;5 600 000,000000;
749;749;129;INVESTISSEMENT;Mateiels et Mobiliers;01/01/2012;31/12/2012;50 950 000,000000;0,000000;
763;763;461;INVESTISSEMENT;Mateiels et Mobiliers;01/01/2013;31/12/2013;62 064 132,000000;0,000000;
7;7;69;RECETTES;PNDP;01/01/2012;31/12/2012;96 590 000,000000;96 590 000,000000;
60;60;14;RECETTES;PNDP;01/01/2014;31/12/2014;0,000000;31 843 282,000000;"Eligible aux financements PNDP (reallocation C2D)
66% fonctionnement et 33 % d'investissement "
64;64;16;RECETTES;PNDP;01/01/2011;31/12/2011;0,000000;131 700 000,000000;"30 000 000   Allocation PNDP, 70 000 000   Rehabilitation  axe Abang- 
Nkoumadzap-Nkolnyama-Mekomo (17,5 km), 3 600 000   Equipements en 120 tables bancs 
(CES Nkolnyama, Nkolngock), 10 500 000   Construire des latrines (CES 
(Nkolnyama, Nkolngock, Ekombitie)), 3 600 000   Construire des latrines EP 
(Zamakoe, Avebe, Nkoumadzap, Mekomo), 14 000 000   Equipements en 120 tables EP 
bancs (Zamakoe, Ekombitie), Eligibilite au financement PNDP "
83;83;32;RECETTES;PNDP;01/01/2014;31/12/2014;53 436 800,000000;53 436 800,000000;
282;282;65;DEPENSES;Participation au fonctionnement d'autres structures;01/01/2010;31/12/2010;17 429 920,000000;17 134 480,000000;
294;294;77;DEPENSES;Participation au fonctionnement d'autres structures;01/01/2011;31/12/2011;18 193 500,000000;18 929 600,000000;
307;307;78;DEPENSES;Participation au fonctionnement d'autres structures;01/01/2012;31/12/2012;18 929 600,000000;3 300 000,000000;
359;359;104;FONCTIONNEMENT;Participation au fonctionnement d'autres structures;01/01/2011;31/12/2011;0,000000;0,000000;
375;375;105;FONCTIONNEMENT;Participation au fonctionnement d'autres structures;01/01/2012;31/12/2012;0,000000;0,000000;
391;391;106;FONCTIONNEMENT;Participation au fonctionnement d'autres structures;01/01/2013;31/12/2013;0,000000;0,000000;
112;112;59;DEPENSES;Participations;;;133 000,000000;133 000,000000;
162;162;61;DEPENSES;Participations;;;3 000 000,000000;3 000 000,000000;
223;223;73;DEPENSES;Participations;01/01/2009;31/12/2009;500 000,000000;500 000,000000;
245;245;75;DEPENSES;Participations;01/01/2011;31/12/2011;1 500 000,000000;1 500 000,000000;
263;263;75;RECETTES;Patente;01/01/2011;31/12/2011;10 000 000,000000;10 000 000,000000;
187;187;73;RECETTES;Patente;01/01/2009;31/12/2009;12 500 000,000000;12 500 000,000000;
254;254;74;RECETTES;Patente;01/01/2010;31/12/2010;4 998 502,000000;4 998 502,000000;
27;27;4;;Patente, Licence, Impets;;;0,000000;1 602 549,000000;
37;37;5;;Patente, Licence, Impets;;;0,000000;1 734 926,000000;
47;47;6;;Patente, Licence, Impets;;;0,000000;3 378 856,000000;
68;68;19;RECETTES;Patente, Licence, Impets;01/01/2010;31/12/2010;0,000000;10 656 853,000000;Taxes communales
72;72;19;RECETTES;Patente, Licence, Impets;01/01/2010;31/12/2010;0,000000;1 976 600,000000;TAXES COMMUNALES INDIRECTES 
74;74;22;RECETTES;Patente, Licence, Impets;01/01/2012;31/12/2012;0,000000;3 458 135,000000;Taxes communales 
75;75;22;RECETTES;Patente, Licence, Impets;01/01/2012;31/12/2012;0,000000;16 543 970,000000;TAXES COMMUNALES INDIRECTES 
79;79;19;RECETTES;Patente, Licence, Impets;01/01/2011;31/12/2011;0,000000;3 902 370,000000;Taxes communales 
80;80;19;RECETTES;Patente, Licence, Impets;01/01/2011;31/12/2011;0,000000;18 090 870,000000;TAXES COMMUNALES INDIRECTES 
86;86;32;RECETTES;Population locales beneficiares;01/01/2014;31/12/2014;5 466 125,000000;5 466 125,000000;
94;94;59;RECETTES;Produit   de   leexploitation   du domaine et des services;;;2 300 000,000000;2 300 000,000000;
117;117;60;RECETTES;Produit   de   leexploitation   du domaine et des services;;;24 500 000,000000;24 500 000,000000;
140;140;61;RECETTES;Produit   de   leexploitation   du domaine et des services;;;9 000 000,000000;9 000 000,000000;
165;165;73;RECETTES;Produit   de   leexploitation   du domaine et des services;01/01/2009;31/12/2009;30 650 000,000000;30 650 000,000000;
181;181;74;RECETTES;Produit   de   leexploitation   du domaine et des services;01/01/2010;31/12/2010;11 450 000,000000;11 450 000,000000;
199;199;75;RECETTES;Produit   de   leexploitation   du domaine et des services;01/01/2011;31/12/2011;20 730 555,000000;20 730 555,000000;
768;768;129;RECETTES;Produit de leexploitation   du domaine et des services;01/01/2012;31/12/2012;1 993 500,000000;0,000000;
774;774;461;RECETTES;Produit de leexploitation   du domaine et des services;01/01/2013;31/12/2013;1 993 500,000000;0,000000;
323;323;85;RECETTES;Produit de leexploitation   du domaine et des services;01/01/2009;31/12/2009;52 500 000,000000;33 801 216,000000;
331;331;91;RECETTES;Produit de leexploitation   du domaine et des services;01/01/2011;31/12/2011;3 493 500,000000;0,000000;
19;19;16;RECETTES;Produit des taxes communales ;01/01/2011;31/12/2011;0,000000;2 200 000,000000;"1 000 000   Entretien routier 
600 000   Secours aux indigents 
600 000   CPFF "
93;93;59;RECETTES;Produit des taxes communales ;;;15 500 000,000000;15 500 000,000000;
116;116;60;RECETTES;Produit des taxes communales ;;;17 900 000,000000;17 900 000,000000;
139;139;61;RECETTES;Produit des taxes communales ;;;10 700 000,000000;10 700 000,000000;
167;167;73;RECETTES;Produits financiers;01/01/2009;31/12/2009;100 000,000000;100 000,000000;
183;183;74;RECETTES;Produits financiers;01/01/2010;31/12/2010;100 000,000000;100 000,000000;
201;201;75;RECETTES;Produits financiers;01/01/2011;31/12/2011;100 000,000000;100 000,000000;
28;28;4;;Publicite;;;0,000000;50 000,000000;
38;38;5;;Publicite;;;0,000000;20 000,000000;
48;48;6;;Publicite;;;0,000000;67 000,000000;
98;98;59;RECETTES;Recettes d'investissements;;;143 610 138,000000;143 610 138,000000;
119;119;60;RECETTES;Recettes d'investissements;;;144 868 603,000000;144 868 603,000000;
144;144;61;RECETTES;Recettes d'investissements;;;284 164 379,000000;284 164 379,000000;
771;771;461;RECETTES;Recettes fiscales;01/01/2013;31/12/2013;15 864 900,000000;0,000000;
10;10;73;RECETTES;Recettes fiscales;01/01/2009;31/12/2009;51 098 091,000000;51 098 091,000000;
275;275;65;RECETTES;Recettes fiscales;01/01/2010;31/12/2010;30 900 000,000000;9 701 340,000000;
287;287;77;RECETTES;Recettes fiscales;01/01/2011;31/12/2011;138 845 938,000000;61 092 213,000000;
300;300;78;RECETTES;Recettes fiscales;01/01/2012;31/12/2012;158 245 433,000000;70 214 587,000000;
328;328;91;RECETTES;Recettes fiscales;01/01/2011;31/12/2011;15 864 900,000000;0,000000;
90;90;59;RECETTES;Recettes fiscales;;;97 400 000,000000;97 400 000,000000;
351;351;104;RECETTES;Recettes fiscales;01/01/2011;31/12/2011;30 000 199,000000;28 258 199,000000;
367;367;105;RECETTES;Recettes fiscales;01/01/2012;31/12/2012;38 160 000,000000;10 050 500,000000;
113;113;60;RECETTES;Recettes fiscales;;;109 600 000,000000;109 600 000,000000;
383;383;106;RECETTES;Recettes fiscales;01/01/2013;31/12/2013;14 295 600,000000;5 077 500,000000;
137;137;61;RECETTES;Recettes fiscales;;;84 000 000,000000;84 000 000,000000;
176;176;74;RECETTES;Recettes fiscales;01/01/2010;31/12/2010;34 780 250,000000;34 780 250,000000;
195;195;75;RECETTES;Recettes fiscales;01/01/2011;31/12/2011;32 210 665,000000;32 210 665,000000;
765;765;129;RECETTES;Recettes fiscales;01/01/2012;31/12/2012;15 864 900,000000;0,000000;
107;107;59;DEPENSES;Remboursement   dettes   des engagements e LMT;;;13 949 452,000000;13 949 452,000000;
130;130;60;DEPENSES;Remboursement   dettes   des engagements e LMT;;;11 504 643,000000;11 504 643,000000;
154;154;61;DEPENSES;Remboursement   dettes   des engagements e LMT;;;41 504 643,000000;41 504 643,000000;
220;220;73;DEPENSES;Remboursement   dettes   des engagements e LMT;01/01/2009;31/12/2009;3 500 000,000000;3 500 000,000000;
221;221;73;DEPENSES;Remboursement   dettes   des engagements e LMT;01/01/2009;31/12/2009;14 744 863,000000;14 744 863,000000;
233;233;74;DEPENSES;Remboursement   dettes   des engagements e LMT;01/01/2010;31/12/2010;1 840 000,000000;1 840 000,000000;
746;746;129;INVESTISSEMENT;Remboursement   dettes   des engagements e LMT;01/01/2012;31/12/2012;7 000 000,000000;0,000000;
242;242;75;DEPENSES;Remboursement   dettes   des engagements e LMT;01/01/2011;31/12/2011;6 000 000,000000;6 000 000,000000;
760;760;461;INVESTISSEMENT;Remboursement   dettes   des engagements e LMT;01/01/2013;31/12/2013;8 000 000,000000;0,000000;
129;129;60;DEPENSES;Remboursement  des emprunts e LMT;;;10 000 000,000000;10 000 000,000000;
153;153;61;DEPENSES;Remboursement  des emprunts e LMT;;;119 731 146,000000;119 731 146,000000;
193;193;74;RECETTES;Remboursement  des emprunts e LMT;01/01/2010;31/12/2010;230 004,000000;230 004,000000;
211;211;75;RECETTES;Remboursement  des emprunts e LMT;01/01/2011;31/12/2011;2 000 000,000000;2 000 000,000000;
343;343;91;INVESTISSEMENT;Remboursement des dettes LMT;01/01/2011;31/12/2011;7 000 000,000000;0,000000;
219;219;73;DEPENSES;Remboursement des dettes LMT;01/01/2009;31/12/2009;12 421 529,000000;12 421 529,000000;
745;745;129;INVESTISSEMENT;Remboursement des dettes LMT;01/01/2012;31/12/2012;2 000 000,000000;0,000000;
759;759;461;INVESTISSEMENT;Remboursement des dettes LMT;01/01/2013;31/12/2013;10 000 000,000000;0,000000;
327;327;85;RECETTES;Remboursement des prets et autres creances e LMT;01/01/2009;31/12/2009;5 000 000,000000;940 000,000000;
342;342;91;INVESTISSEMENT;Remboursement des prets et autres creances e LMT;01/01/2011;31/12/2011;2 000 000,000000;0,000000;
326;326;85;RECETTES;Reserves;01/01/2009;31/12/2009;1 494 293,000000;1 494 293,000000;
172;172;73;RECETTES;Reserves;01/01/2009;31/12/2009;2 401 909,000000;2 401 909,000000;
189;189;74;RECETTES;Reserves;01/01/2010;31/12/2010;183 586,000000;183 586,000000;
207;207;75;RECETTES;Reserves;01/01/2011;31/12/2011;7 802 970,000000;7 802 970,000000;
81;81;32;RECETTES;Ressources fiscales et parafiscales;01/01/2014;31/12/2014;20 875 000,000000;20 875 000,000000;
26;26;66;RECETTES;Ressources propres;01/01/2016;31/12/2016;13 500 000,000000;13 500 000,000000;
95;95;59;RECETTES;Ristournes     et     redevances consenties par leEtat;;;2 500 000,000000;2 500 000,000000;
118;118;60;RECETTES;Ristournes     et     redevances consenties par leEtat;;;2 000 000,000000;2 000 000,000000;
141;141;61;RECETTES;Ristournes     et     redevances consenties par leEtat;;;8 000 000,000000;8 000 000,000000;
182;182;74;RECETTES;Ristournes     et     redevances consenties par leEtat;01/01/2010;31/12/2010;150 000,000000;150 000,000000;
200;200;75;RECETTES;Ristournes     et     redevances consenties par leEtat;01/01/2011;31/12/2011;650 000,000000;650 000,000000;
769;769;129;RECETTES;Ristournes et  redevances consenties par leEtat;01/01/2012;31/12/2012;790 000,000000;0,000000;
775;775;461;RECETTES;Ristournes et  redevances consenties par leEtat;01/01/2013;31/12/2013;790 000,000000;0,000000;
324;324;85;RECETTES;Ristournes et  redevances consenties par leEtat;01/01/2009;31/12/2009;1 500 000,000000;0,000000;
329;329;91;RECETTES;Ristournes et  redevances consenties par leEtat;01/01/2011;31/12/2011;790 000,000000;0,000000;
85;85;32;RECETTES;Subvention BAD;01/01/2014;31/12/2014;153 000 000,000000;153 000 000,000000;
173;173;73;RECETTES;Subvention et equipements reeus;01/01/2009;31/12/2009;32 643 140,000000;32 643 140,000000;
190;190;74;RECETTES;Subvention et equipements reeus;01/01/2010;31/12/2010;218 745 383,000000;218 745 383,000000;
208;208;75;RECETTES;Subvention et equipements reeus;01/01/2011;31/12/2011;118 020 427,000000;118 020 427,000000;
1;1;70;RECETTES;Subventions  de fonctionnement reeues;01/01/2013;31/12/2013;234 000 000,000000;234 000 000,000000;
5;5;69;RECETTES;Subventions  de fonctionnement reeues;01/01/2012;31/12/2012;509 000 000,000000;509 000 000,000000;
96;96;59;RECETTES;Subventions  de fonctionnement reeues;;;152 328 000,000000;152 328 000,000000;
142;142;61;RECETTES;Subventions  de fonctionnement reeues;;;50 000 000,000000;50 000 000,000000;
202;202;75;RECETTES;Subventions  de fonctionnement reeues;01/01/2011;31/12/2011;15 100 000,000000;15 100 000,000000;
281;281;65;DEPENSES;Subventions aux tiers;01/01/2010;31/12/2010;5 000 000,000000;2 440 000,000000;
293;293;77;DEPENSES;Subventions aux tiers;01/01/2011;31/12/2011;1 915 500,000000;35 000 000,000000;
306;306;78;DEPENSES;Subventions aux tiers;01/01/2012;31/12/2012;35 000 000,000000;14 947 400,000000;
358;358;104;FONCTIONNEMENT;Subventions aux tiers;01/01/2011;31/12/2011;14 526 126,000000;13 445 185,000000;
374;374;105;FONCTIONNEMENT;Subventions aux tiers;01/01/2012;31/12/2012;16 209 000,000000;10 658 982,000000;
390;390;106;FONCTIONNEMENT;Subventions aux tiers;01/01/2013;31/12/2013;43 688 000,000000;13 188 682,000000;
339;339;91;FONCTIONNEMENT;Subventions versees;01/01/2011;31/12/2011;7 050 000,000000;0,000000;
104;104;59;DEPENSES;Subventions versees;;;4 700 000,000000;4 700 000,000000;
126;126;60;DEPENSES;Subventions versees;;;7 000 000,000000;7 000 000,000000;
216;216;73;DEPENSES;Subventions versees;01/01/2009;31/12/2009;13 500 000,000000;13 500 000,000000;
230;230;74;DEPENSES;Subventions versees;01/01/2010;31/12/2010;1 450 000,000000;1 450 000,000000;
742;742;129;FONCTIONNEMENT;Subventions versees;01/01/2012;31/12/2012;5 450 000,000000;0,000000;
239;239;75;DEPENSES;Subventions versees;01/01/2011;31/12/2011;4 500 000,000000;4 500 000,000000;
756;756;461;FONCTIONNEMENT;Subventions versees;01/01/2013;31/12/2013;6 500 000,000000;0,000000;
256;256;74;RECETTES;Taxe fonciere;01/01/2010;31/12/2010;900 000,000000;900 000,000000;
265;265;75;RECETTES;Taxe fonciere;01/01/2011;31/12/2011;1 700 000,000000;1 700 000,000000;
32;32;4;;Taxe fonciere;;;0,000000;2 000,000000;
42;42;5;;Taxe fonciere;;;0,000000;10 750,000000;
52;52;6;;Taxe fonciere;;;0,000000;70 400,000000;
82;82;32;RECETTES;Taxe fonciere;01/01/2014;31/12/2014;5 300 000,000000;5 300 000,000000;
168;168;73;RECETTES;Taxe fonciere;01/01/2009;31/12/2009;500 000,000000;500 000,000000;
772;772;461;RECETTES;Taxes communales directes;01/01/2013;31/12/2013;1 400 000,000000;0,000000;
330;330;91;RECETTES;Taxes communales directes;01/01/2011;31/12/2011;1 500 000,000000;0,000000;
766;766;129;RECETTES;Taxes communales directes;01/01/2012;31/12/2012;1 500 000,000000;0,000000;
92;92;59;RECETTES;Taxes de developpement local ;;;500 000,000000;500 000,000000;
115;115;60;RECETTES;Taxes de developpement local ;;;10 000 000,000000;10 000 000,000000;
296;296;77;DEPENSES;Terrains;01/01/2011;31/12/2011;800 000,000000;0,000000;
309;309;78;DEPENSES;Terrains;01/01/2012;31/12/2012;0,000000;5 000 000,000000;
363;363;104;INVESTISSEMENT;Terrains;01/01/2011;31/12/2011;0,000000;0,000000;
379;379;105;INVESTISSEMENT;Terrains;01/01/2012;31/12/2012;0,000000;0,000000;
395;395;106;INVESTISSEMENT;Terrains;01/01/2013;31/12/2013;0,000000;0,000000;
347;347;91;INVESTISSEMENT;Terrains (achats , acquisitions);01/01/2011;31/12/2011;3 000 000,000000;0,000000;
750;750;129;INVESTISSEMENT;Terrains (achats , acquisitions);01/01/2012;31/12/2012;3 000 000,000000;0,000000;
243;243;75;DEPENSES;Terrains (achats , acquisitions);01/01/2011;31/12/2011;4 000 000,000000;4 000 000,000000;
764;764;461;INVESTISSEMENT;Terrains (achats , acquisitions);01/01/2013;31/12/2013;3 000 000,000000;0,000000;
97;97;59;RECETTES;Transferts reeus ;;;211 100 000,000000;211 100 000,000000;
143;143;61;RECETTES;Transferts reeus ;;;50 000 000,000000;50 000 000,000000;
169;169;73;RECETTES;Transferts reeus ;01/01/2009;31/12/2009;5 000 000,000000;5 000 000,000000;
185;185;74;RECETTES;Transferts reeus ;01/01/2010;31/12/2010;22 474 600,000000;22 474 600,000000;
203;203;75;RECETTES;Transferts reeus ;01/01/2011;31/12/2011;13 736 000,000000;13 736 000,000000;
340;340;91;FONCTIONNEMENT;Transferts verses;01/01/2011;31/12/2011;5 387 023,000000;0,000000;
105;105;59;DEPENSES;Transferts verses;;;10 500 000,000000;10 500 000,000000;
127;127;60;DEPENSES;Transferts verses;;;6 500 000,000000;6 500 000,000000;
151;151;61;DEPENSES;Transferts verses;;;6 600 000,000000;6 600 000,000000;
217;217;73;DEPENSES;Transferts verses;01/01/2009;31/12/2009;9 546 793,000000;9 546 793,000000;
231;231;74;DEPENSES;Transferts verses;01/01/2010;31/12/2010;9 668 750,000000;9 668 750,000000;
743;743;129;FONCTIONNEMENT;Transferts verses;01/01/2012;31/12/2012;5 389 023,000000;0,000000;
240;240;75;DEPENSES;Transferts verses;01/01/2011;31/12/2011;19 000 000,000000;19 000 000,000000;
757;757;461;FONCTIONNEMENT;Transferts verses;01/01/2013;31/12/2013;5 300 000,000000;0,000000;
335;335;91;FONCTIONNEMENT;Transports consommes;01/01/2011;31/12/2011;2 980 000,000000;0,000000;
100;100;59;DEPENSES;Transports consommes;;;3 100 000,000000;3 100 000,000000;
121;121;60;DEPENSES;Transports consommes;;;6 660 000,000000;6 660 000,000000;
146;146;61;DEPENSES;Transports consommes;;;8 060 000,000000;8 060 000,000000;
732;732;129;FONCTIONNEMENT;Transports consommes;01/01/2012;31/12/2012;3 080 000,000000;0,000000;
752;752;461;FONCTIONNEMENT;Transports consommes;01/01/2013;31/12/2013;3 580 000,000000;0,000000;
279;279;65;DEPENSES;fonctionnement courant;01/01/2010;31/12/2010;94 435 433,000000;75 825 366,000000;
273;273;65;RECETTES;recettes exterieur;01/01/2010;31/12/2010;26 060 649,000000;22 722 513,000000;
21;21;62;RECETTES;recettes exterieur;01/01/2011;31/12/2011;44 452 776,000000;44 452 776,000000;
23;23;63;RECETTES;recettes exterieur;01/01/2012;31/12/2012;161 439 154,000000;161 439 154,000000;Recettes exterieures
25;25;64;RECETTES;recettes exterieur;01/01/2013;31/12/2013;154 591 350,000000;154 591 350,000000;
285;285;77;RECETTES;recettes exterieur;01/01/2011;31/12/2011;350 823 551,000000;50 443 139,000000;
298;298;78;RECETTES;recettes exterieur;01/01/2012;31/12/2012;227 294 560,000000;205 694 322,000000;
349;349;104;RECETTES;recettes exterieur;01/01/2011;31/12/2011;191 400 000,000000;76 966 176,000000;
365;365;105;RECETTES;recettes exterieur;01/01/2012;31/12/2012;271 815 983,000000;231 948 736,000000;
381;381;106;RECETTES;recettes exterieur;01/01/2013;31/12/2013;305 195 757,000000;112 229 755,000000;
272;272;65;RECETTES;recettes propres;01/01/2010;31/12/2010;201 713 001,000000;137 819 519,000000;
20;20;62;RECETTES;recettes propres;01/01/2011;31/12/2011;566 650,000000;566 650,000000;
22;22;63;RECETTES;recettes propres;01/01/2012;31/12/2012;79 283 106,000000;79 283 106,000000;
24;24;64;RECETTES;recettes propres;01/01/2013;31/12/2013;56 940 854,000000;56 940 854,000000;
284;284;77;RECETTES;recettes propres;01/01/2011;31/12/2011;198 745 981,000000;163 689 574,000000;
297;297;78;RECETTES;recettes propres;01/01/2012;31/12/2012;185 436 400,000000;55 603 300,000000;
348;348;104;RECETTES;recettes propres;01/01/2011;31/12/2011;65 695 698,000000;75 793 523,000000;
364;364;105;RECETTES;recettes propres;01/01/2012;31/12/2012;74 665 500,000000;24 318 700,000000;
380;380;106;RECETTES;recettes propres;01/01/2013;31/12/2013;58 301 100,000000;11 705 000,000000;
773;773;461;RECETTES;taxes communales indirectes;01/01/2013;31/12/2013;25 890 000,000000;0,000000;
276;276;65;RECETTES;taxes communales indirectes;01/01/2010;31/12/2010;18 775 962,000000;15 663 243,000000;
288;288;77;RECETTES;taxes communales indirectes;01/01/2011;31/12/2011;46 231 632,000000;37 170 094,000000;
301;301;78;RECETTES;taxes communales indirectes;01/01/2012;31/12/2012;49 534 987,000000;41 654 321,000000;
332;332;91;RECETTES;taxes communales indirectes;01/01/2011;31/12/2011;5 581 600,000000;0,000000;
352;352;104;RECETTES;taxes communales indirectes;01/01/2011;31/12/2011;1 400 000,000000;17 400 588,000000;
368;368;105;RECETTES;taxes communales indirectes;01/01/2012;31/12/2001;1 840 000,000000;1 019 500,000000;
384;384;106;RECETTES;taxes communales indirectes;01/01/2013;31/12/2013;2 500 000,000000;170 000,000000;
767;767;129;RECETTES;taxes communales indirectes;01/01/2012;31/12/2012;9 081 600,000000;0,000000;
